"","Date","Governorate","Target","facility_type"
"3262","06/09/2015","Lahj","Missiles Brigade Camp","Military Site"
"3263","06/09/2015","Lahj","Technical institute","institute"
"3264","06/09/2015","Lahj","House (reportedly belonging to former president Ali Abdullah Saleh)","Figure"
"3265","06/09/2015","Lahj","House (reportedly belonging to relative of former president Ali Saleh Al-Ahmar)","Figure"
"3266","06/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3267","06/09/2015","Al Hudaydah","Farms","Farms"
"3268","06/09/2015","Al Hudaydah","-","Unknown"
"3269","06/09/2015","Al Hudaydah","Store","Private business"
"3270","06/09/2015","Al Hudaydah","-","Unknown"
"3271","06/09/2015","Al Hudaydah","-","Unknown"
"3272","06/09/2015","Dhamar","Consolation gathering","Social gathering"
"3273","06/09/2015","Ibb","Pro-Houthi forces","Forces"
"3274","06/09/2015","Ibb","Pro-Houthi forces","Forces"
"3275","06/09/2015","Ibb","-","Unknown"
"3276","06/09/2015","Ibb","Mas mlitary camp","Military Site"
"3277","06/09/2015","Ibb","Pro-Houthi forces","Forces"
"3278","06/09/2015","Al Mahwit","Pro-Houthi forces","Forces"
"3279","06/09/2015","Al Mahwit","Weapons storage","Weapon storage"
"3280","06/09/2015","Al Mahwit","Bani Muadh school","School"
"3281","06/09/2015","Al Mahwit","-","Unknown"
"3282","06/09/2015","Hadramaut","Pro-Houthi forces","Forces"
"3283","06/09/2015","Hadramaut","Moqis hospital","Hospital"
"3284","06/09/2015","Lahj","High Class hotel","Private business"
"3285","06/09/2015","Lahj","Pro-Houthi forces","Forces"
"3286","06/09/2015","Lahj","Al-Manar cars workshop storage","Private business"
"3287","06/09/2015","Lahj","Pro-Houthi forces","Forces"
"3288","06/09/2015","Lahj","Checkpoint","Checkpoints"
"3289","06/09/2015","Lahj","Radio Military Camp","Military Site"
"3290","07/09/2015","Lahj","Aviation college","Military Site"
"3291","07/09/2015","Lahj","SSF camp","Military Site"
"3292","07/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3293","07/09/2015","Lahj","Technical institute","institute"
"3294","07/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3295","07/09/2015","Lahj","House","Figure"
"3296","07/09/2015","Lahj","House","Figure"
"3297","07/09/2015","Lahj","House","Figure"
"3298","07/09/2015","Lahj","Al-Daylami Airbase","Military Site"
"3299","07/09/2015","Lahj","Special Forces Military Camp","Military Site"
"3300","07/09/2015","Lahj","Al-Sawad Military Camp","Military Site"
"3301","07/09/2015","Lahj","House","Figure"
"3302","07/09/2015","Lahj","Abandoned store","Private business"
"3303","07/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3304","07/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3305","07/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3306","07/09/2015","Amran","Residential Area","Residential Area"
"3307","07/09/2015","Taizz","Samah Military Camp","Military Site"
"3308","07/09/2015","Taizz","YEC storage","Food (storage/transportation)"
"3309","07/09/2015","Dhamar","Governmental compound","Gov. Compounds"
"3310","07/09/2015","Dhamar","PSO","Military Site"
"3311","07/09/2015","Dhamar","House","Figure"
"3312","07/09/2015","Ibb","Pro-Houthi forces","Forces"
"3313","07/09/2015","Ibb","Pro-Houthi forces","Forces"
"3314","07/09/2015","Ibb","Pro-Houthi forces","Moving Target (weapons/fighters)"
"3315","07/09/2015","Ibb","Pro-Houthi forces","Forces"
"3316","07/09/2015","Ibb","Technical and Vocational institue","institute"
"3317","07/09/2015","Ibb","-","Unknown"
"3318","07/09/2015","Al Mahwit","Civilians' houses","Residential Area"
"3319","07/09/2015","Al Mahwit","-","Unknown"
"3320","07/09/2015","Al Mahwit","-","Unknown"
"3321","07/09/2015","Al Mahwit","Civilian's house","Residential Area"
"3322","08/09/2015","Lahj","Ministry of Defence","Military Site"
"3323","08/09/2015","Lahj","SSF camp","Military Site"
"3324","08/09/2015","Lahj","Police Academy","Military Site"
"3325","08/09/2015","Lahj","House","Residential Area"
"3326","08/09/2015","Lahj","Al-Daylami Airbase","Military Site"
"3327","08/09/2015","Lahj","House","Figure"
"3328","08/09/2015","Lahj","Civilian's house","Residential Area"
"3329","08/09/2015","Lahj","Civilians' houses","Residential Area"
"3330","08/09/2015","Lahj","House","Figure"
"3331","08/09/2015","Al Hudaydah","Harad German hospital","Hospital"
"3332","08/09/2015","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"3333","08/09/2015","Marib","Food Trucks ","Food (storage/transportation)"
"3334","08/09/2015","Marib","Oil boats","Transport"
"3335","08/09/2015","Ibb","Pro-Houthi forces","Forces"
"3336","08/09/2015","Ibb","Pro-Houthi forces","Forces"
"3337","08/09/2015","Hadramaut","Pro-Houthi forces","Forces"
"3338","08/09/2015","Al Mahwit","Hospital","Hospital"
"3339","08/09/2015","Al Mahwit","Residential Area","Residential Area"
"3340","08/09/2015","Lahj","Waepons truck","Moving Target (weapons/fighters)"
"3341","08/09/2015","Lahj","Residential Area","Residential Area"
"3342","08/09/2015","Lahj","Stores","Private business"
"3343","09/09/2015","Lahj","Al-Daylami Airbase","Military Site"
"3344","09/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3345","09/09/2015","Lahj","Weapons Stores","Weapon storage"
"3346","09/09/2015","Lahj","House","Residential Area"
"3347","09/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3348","09/09/2015","Lahj","Former 1st Armoured Division","Military Site"
"3349","09/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3350","09/09/2015","Lahj","House","Figure"
"3351","09/09/2015","Lahj","House","Figure"
"3352","09/09/2015","Lahj","-","Unknown"
"3353","09/09/2015","Lahj","House","Figure"
"3354","09/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3355","09/09/2015","Lahj","House","Figure"
"3356","09/09/2015","Lahj","House","Figure"
"3357","09/09/2015","Lahj","Al-Sawad Military Camp","Military Site"
"3358","09/09/2015","Lahj","Residential Area","Residential Area"
"3359","09/09/2015","Lahj","Storage Unit","Private business"
"3360","09/09/2015","Lahj","Dhabwah Military Camp","Military Site"
"3361","09/09/2015","Lahj","Missiles Brigade Camp","Military Site"
"3362","09/09/2015","Lahj","Dhabwah Military Camp","Military Site"
"3363","09/09/2015","Hajjah","Governmental compound","Gov. Compounds"
"3364","09/09/2015","Hajjah","PSO","Military Site"
"3365","09/09/2015","Hajjah","SSF camp","Military Site"
"3366","09/09/2015","Hajjah","Al-Haramain fuel station","Oil & Gas"
"3367","09/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3368","09/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3369","09/09/2015","Al Hudaydah","Midi coasts hotel","Private business"
"3370","09/09/2015","Ibb","Military trucks","Moving Target (weapons/fighters)"
"3371","09/09/2015","Ibb","Pro-Houthi forces","Forces"
"3372","09/09/2015","Ibb","Pro-Houthi forces","Forces"
"3373","09/09/2015","Al Mahwit","Al-Taqwa school","School"
"3374","09/09/2015","Al Mahwit","Houses ","Residential Area"
"3375","09/09/2015","Al Mahwit","Vehicle","Residential Area"
"3376","09/09/2015","Hadramaut","Bee farms","Farms"
"3377","09/09/2015","Hadramaut","Truck","Unknown"
"3378","09/09/2015","Hadramaut","Al-Hadibi fuel station","Oil & Gas"
"3379","09/09/2015","Lahj","Air Defence Military Camp","Military Site"
"3380","09/09/2015","Lahj","Residential Area","Residential Area"
"3381","10/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3382","10/09/2015","Lahj","-","Unknown"
"3383","10/09/2015","Lahj","House","Figure"
"3384","10/09/2015","Lahj","Military Engineering Unit","Military Site"
"3385","10/09/2015","Lahj","4th Armoured Brigade","Military Site"
"3386","10/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3387","10/09/2015","Lahj","Former 1st Armoured Division","Military Site"
"3388","10/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3389","10/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3390","10/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3391","10/09/2015","Lahj","Al-Daylami Airbase","Military Site"
"3392","10/09/2015","Lahj","Sana'a International Airport","Transport"
"3393","10/09/2015","Lahj","Al-Sawad Military Camp","Military Site"
"3394","10/09/2015","Lahj","Dhabwah Military Camp","Military Site"
"3395","10/09/2015","Lahj","Pro-Houthi training camp","Military Site"
"3396","10/09/2015","Lahj","Al-Khorafi Military Camp","Military Site"
"3397","10/09/2015","Lahj","Residential area","Residential Area"
"3398","10/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3399","10/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3400","10/09/2015","Hajjah","Residential Area","Residential Area"
"3401","10/09/2015","Hajjah","Residential Area","Residential Area"
"3402","10/09/2015","Al Hudaydah","Military vehicles","Moving Target (weapons/fighters)"
"3403","10/09/2015","Al Hudaydah","Midi coasts hotel","Private business"
"3404","10/09/2015","Al Hudaydah","Harad German hospital","Private business"
"3405","10/09/2015","Amran","Governmental compound","Gov. Compounds"
"3406","10/09/2015","Amran","Security HQ","Military Site"
"3407","10/09/2015","Amran","-","Unknown"
"3408","10/09/2015","Ibb","Pro-Houthi forces","Forces"
"3409","10/09/2015","Ibb","House","Figure"
"3410","10/09/2015","Ibb","Pro-Houthi forces","Forces"
"3411","10/09/2015","Hadramaut","Pro-Houthi forces","Forces"
"3412","10/09/2015","Lahj","Pro-Houthi forces","Forces"
"3413","10/09/2015","Lahj","Pro-Houthi forces","Forces"
"3414","10/09/2015","Lahj","Presidential Palace","Military Site"
"3415","10/09/2015","Lahj","SSF camp","Military Site"
"3416","10/09/2015","Lahj","Pro-Houthi forces","Forces"
"3417","11/09/2015","Lahj","Weapons Stores","Weapon storage"
"3418","11/09/2015","Lahj","Former 1st Armoured Division","Military Site"
"3419","11/09/2015","Lahj","Military Maintenance Camp ","Military Site"
"3420","11/09/2015","Lahj","Yemen National TV Station","TV station"
"3421","11/09/2015","Lahj","Residential Area","Residential Area"
"3422","11/09/2015","Lahj","House","Figure"
"3423","11/09/2015","Lahj","Al-Hafa Military Camp","Military Site"
"3424","11/09/2015","Lahj","Special Forces Military Camp","Military Site"
"3425","11/09/2015","Lahj","Mountain","Unknown"
"3426","11/09/2015","Lahj","Fardhah Nihm bridge","Transport"
"3427","11/09/2015","Hajjah","Pro-Houthi forces","Forces"
"3428","11/09/2015","Marib","Abo Mosa Al-Asha'ari Military Camp","Military Site"
"3429","11/09/2015","Marib","The Port","Transport"
"3430","11/09/2015","Marib","Farms","Farms"
